%Depth	%Vp km/s	%Vs km/s	%Density g/cc	%GR	%Porosity	% Ip	% Is	%Vp/Vs	% Vclay Frac	%Sw Frac	%Sxo
2274.9240	2.8431	1.4706	2.0264	73.9730	0.3180	5.7613	2.9800	1.9333	0.2832	0.2000	1.0000
2275.0760	2.9016	1.4652	2.0440	73.3310	0.3100	5.9307	2.9949	1.9803	0.2546	0.2000	1.0000
2275.2290	2.9822	1.5244	2.0477	70.8070	0.3100	6.1067	3.1215	1.9563	0.2180	0.2000	1.0000
2275.3810	2.9270	1.5711	2.0703	67.5810	0.3000	6.0599	3.2526	1.8631	0.1780	0.2000	1.0000
2275.5330	2.8977	1.5871	2.0679	64.0580	0.3020	5.9922	3.2819	1.8258	0.1658	0.2000	1.0000
2275.6860	2.9422	1.5709	2.0719	62.9850	0.3010	6.0958	3.2546	1.8730	0.1454	0.2000	1.0000
2275.8380	2.9671	1.5445	2.0958	61.1890	0.2870	6.2183	3.2370	1.9210	0.1638	0.2000	1.0000
2275.9900	2.9863	1.5407	2.1024	62.8110	0.2830	6.2784	3.2391	1.9383	0.1711	0.2000	1.0000
2276.1430	3.0167	1.5377	2.1096	63.4470	0.2790	6.3640	3.2439	1.9618	0.1729	0.2000	1.0000
2276.2950	3.0410	1.4092	2.1133	63.6130	0.2780	6.4263	2.9781	2.1579	0.1559	0.2000	1.0000
2276.4480	3.0692	1.6128	2.1017	62.1070	0.2840	6.4504	3.3895	1.9030	0.1605	0.2000	1.0000
2276.6000	3.0385	1.6806	2.1076	62.5180	0.2820	6.4038	3.5419	1.8080	0.1402	0.2000	1.0000
2276.7520	3.0262	1.7006	2.1109	60.7230	0.2800	6.3881	3.5899	1.7794	0.1433	0.2000	1.0000
2276.9050	3.0730	1.6917	2.1285	60.9980	0.2700	6.5409	3.6008	1.8165	0.1515	0.2000	1.0000
2277.0570	3.0981	1.6693	2.1290	61.7270	0.2700	6.5957	3.5539	1.8559	0.1474	0.2000	1.0000
2277.2100	3.1307	1.6535	2.1309	61.3590	0.2690	6.6714	3.5236	1.8934	0.1462	0.2000	1.0000
2277.3620	3.1036	1.6569	2.1124	61.2550	0.2790	6.5560	3.5000	1.8731	0.1469	0.2000	1.0000
2277.5140	2.9937	1.5811	2.1035	61.3190	0.2800	6.2972	3.3258	1.8934	0.2119	0.2000	1.0000
2277.6670	2.8719	1.5617	2.0861	67.0440	0.2900	5.9912	3.2578	1.8390	0.2028	0.2000	1.0000
2277.8190	2.7306	1.5528	2.1119	66.2460	0.2760	5.7668	3.2793	1.7585	0.2023	0.2000	1.0000
2277.9720	2.7180	1.5496	2.1103	66.1970	0.2790	5.7358	3.2702	1.7539	0.1660	0.2000	1.0000
2278.1240	2.8486	1.5627	2.0644	62.9960	0.2980	5.8808	3.2260	1.8229	0.2689	0.2000	1.0000
2278.2760	2.9842	1.6778	1.9689	72.0720	0.3470	5.8756	3.3034	1.7787	0.3289	0.2000	1.0000
2278.4290	3.1271	1.7283	1.9525	77.3610	0.3560	6.1056	3.3744	1.8094	0.3294	0.2000	1.0000
2278.5810	3.2048	1.7448	2.0125	77.3990	0.3290	6.4496	3.5113	1.8368	0.2214	0.2000	1.0000
2278.7340	3.0964	1.6950	2.0953	67.8880	0.2870	6.4880	3.5516	1.8268	0.1680	0.2000	1.0000
2278.8860	3.0500	1.6680	2.1144	63.1760	0.2770	6.4488	3.5268	1.8285	0.1627	0.2000	1.0000
2279.0380	3.0721	1.6301	2.0911	62.7100	0.2890	6.4241	3.4088	1.8846	0.1731	0.2000	1.0000
2279.1910	3.0916	1.6583	2.0728	63.6230	0.2990	6.4082	3.4373	1.8643	0.1719	0.2000	1.0000
2279.3430	3.1132	1.6467	2.0625	63.5250	0.3040	6.4208	3.3962	1.8906	0.1826	0.2000	1.0000
2279.4960	3.0821	1.6612	2.0739	64.4640	0.2970	6.3920	3.4452	1.8553	0.1962	0.2000	1.0000
2279.6480	3.1148	1.6580	2.0811	65.6630	0.2940	6.4821	3.4503	1.8787	0.1810	0.2000	1.0000
2279.8000	3.1122	1.6623	2.0881	64.3190	0.2900	6.4986	3.4712	1.8722	0.1838	0.2000	1.0000
2279.9530	3.1384	1.6701	2.0884	64.5670	0.2890	6.5542	3.4879	1.8791	0.1985	0.2000	1.0000
2280.1050	3.1193	1.6744	2.0957	65.8640	0.2860	6.5371	3.5091	1.8629	0.1815	0.2000	1.0000
2280.2580	3.0569	1.6960	2.1060	64.3680	0.2810	6.4377	3.5718	1.8024	0.1721	0.2000	1.0000
2280.4100	3.0685	1.7176	2.0837	63.5400	0.2940	6.3937	3.5790	1.7864	0.1562	0.2000	1.0000
2280.5620	3.1189	1.7294	2.0685	62.1390	0.2990	6.4514	3.5773	1.8035	0.2130	0.2000	1.0000
2280.7150	3.1862	1.7536	2.0430	67.1400	0.3110	6.5094	3.5827	1.8169	0.2463	0.2000	1.0000
2280.8670	3.2228	1.7701	2.0515	70.0750	0.3040	6.6116	3.6314	1.8207	0.2877	0.2000	1.0000
2281.0190	3.2400	1.7582	2.0557	73.7250	0.2990	6.6604	3.6144	1.8428	0.3343	0.2000	1.0000
2281.1720	3.1965	1.7457	2.0774	77.8360	0.2870	6.6404	3.6265	1.8311	0.3354	0.2000	1.0000
2281.3250	3.1290	1.7343	2.0898	77.9360	0.2820	6.5388	3.6244	1.8041	0.3055	0.2000	1.0000
2281.4770	3.0881	1.7205	2.1020	75.2940	0.2790	6.4913	3.6164	1.7949	0.2428	0.2000	1.0000
2281.6290	3.0555	1.7083	2.0971	69.7700	0.2830	6.4076	3.5826	1.7886	0.2203	0.2000	1.0000
2281.7820	3.0592	1.6929	2.1053	67.7850	0.2770	6.4405	3.5639	1.8071	0.2467	0.2000	1.0000
2281.9340	3.0675	1.7103	2.0997	70.1160	0.2810	6.4409	3.5912	1.7935	0.2300	0.2000	1.0000
2282.0860	3.0574	1.6712	2.1155	68.6400	0.2740	6.4681	3.5355	1.8295	0.2027	0.2000	1.0000
2282.2390	3.0642	1.6592	2.1181	66.2390	0.2750	6.4901	3.5142	1.8468	0.1625	0.2000	1.0000
2282.3910	3.0690	1.6531	2.1154	62.6920	0.2770	6.4921	3.4969	1.8565	0.1535	0.2000	1.0000
2282.5440	3.1118	1.6730	2.0910	61.8980	0.2880	6.5069	3.4982	1.8601	0.1910	0.2000	1.0000
2282.6960	3.1171	1.6915	2.1014	65.2080	0.2820	6.5501	3.5544	1.8428	0.1976	0.2000	1.0000
2282.8480	3.1265	1.7143	2.1207	65.7830	0.2690	6.6304	3.6355	1.8238	0.2395	0.2000	1.0000
2283.0010	3.1283	1.5322	2.1410	69.4800	0.2590	6.6975	3.2805	2.0416	0.2222	0.2000	1.0000
2283.1530	3.1177	1.6963	2.1337	67.9500	0.2650	6.6523	3.6194	1.8379	0.1882	0.2000	1.0000
2283.3060	3.1085	1.6962	2.1245	64.9590	0.2730	6.6040	3.6036	1.8326	0.1377	0.2000	1.0000
2283.4580	3.1255	1.6761	2.1256	60.5040	0.2710	6.6437	3.5628	1.8647	0.1608	0.2000	1.0000
2283.6100	3.1413	1.6713	2.1235	62.5440	0.2690	6.6705	3.5490	1.8795	0.2142	0.2000	1.0000
2283.7630	3.1808	1.6847	2.1275	67.2510	0.2630	6.7674	3.5843	1.8881	0.2772	0.2000	1.0000
2283.9150	3.2334	1.6931	2.1255	72.8000	0.2630	6.8726	3.5987	1.9098	0.2958	0.2000	1.0000
2284.0680	3.1973	1.7109	2.1312	74.4420	0.2590	6.8142	3.6462	1.8688	0.3099	0.2000	1.0000
2284.2200	3.1810	1.7124	2.1368	75.6840	0.2570	6.7972	3.6590	1.8577	0.2924	0.2000	1.0000
2284.3720	3.1591	1.6685	2.1426	74.1420	0.2570	6.7688	3.5750	1.8934	0.2405	0.2000	1.0000
2284.5250	3.1292	1.6674	2.1394	69.5690	0.2600	6.6945	3.5672	1.8767	0.2202	0.2000	1.0000
2284.6770	3.1330	1.6669	2.1105	67.7750	0.2780	6.6121	3.5179	1.8796	0.1813	0.2000	1.0000
2284.8300	3.1209	1.6135	2.0995	64.3510	0.2840	6.5524	3.3874	1.9343	0.1809	0.2000	1.0000
2284.9820	3.0760	1.6133	2.0995	64.3150	0.2850	6.4582	3.3873	1.9066	0.1632	0.2000	1.0000
2285.1350	3.0659	1.6093	2.1138	62.7520	0.2770	6.4806	3.4018	1.9050	0.1679	0.2000	1.0000
2285.2870	3.0719	1.6054	2.1289	63.1650	0.2690	6.5397	3.4178	1.9134	0.1649	0.2000	1.0000
2285.4390	3.0605	1.6156	2.1484	62.9040	0.2590	6.5752	3.4710	1.8943	0.1552	0.2000	1.0000
2285.5920	3.0554	1.6381	2.1546	62.0450	0.2560	6.5833	3.5295	1.8652	0.1491	0.2000	1.0000
2285.7440	3.1001	1.6298	2.1489	61.5140	0.2580	6.6617	3.5023	1.9021	0.1678	0.2000	1.0000
2285.8960	3.1586	1.6355	2.1325	63.1630	0.2660	6.7358	3.4877	1.9313	0.1822	0.2000	1.0000
2286.0490	3.1681	1.6291	2.1444	64.4330	0.2590	6.7938	3.4935	1.9447	0.1913	0.2000	1.0000
2286.2010	3.1755	1.6294	2.1314	65.2330	0.2670	6.7682	3.4728	1.9489	0.1759	0.2000	1.0000
2286.3540	3.0391	1.6092	2.1207	63.8770	0.2710	6.4451	3.4125	1.8886	0.2062	0.2000	1.0000
2286.5060	3.0696	1.5512	2.1105	66.5480	0.2740	6.4783	3.2737	1.9789	0.2490	0.2000	1.0000
2286.6580	2.9631	1.5434	2.1119	70.3170	0.2710	6.2577	3.2595	1.9198	0.2868	0.2000	1.0000
2286.8110	2.9299	1.5093	2.1086	73.6530	0.2690	6.1780	3.1826	1.9412	0.3498	0.2000	1.0000
2286.9630	2.9415	1.5508	2.0339	79.2020	0.3060	5.9828	3.1542	1.8967	0.4212	0.2000	1.0000
2287.1150	3.0401	1.5922	1.9481	85.4950	0.3500	5.9222	3.1017	1.9093	0.4865	0.2000	1.0000
2287.2680	3.2061	1.6816	1.8819	91.2530	0.3870	6.0337	3.1646	1.9066	0.4826	0.2000	1.0000
2287.4200	3.1935	1.7575	1.9099	90.9100	0.3740	6.0992	3.3567	1.8170	0.4335	0.2000	1.0000
2287.5730	3.1985	1.7599	1.9551	86.5760	0.3530	6.2535	3.4408	1.8174	0.3583	0.2000	1.0000
2287.7250	3.2096	1.7218	2.0233	79.9520	0.3190	6.4941	3.4838	1.8641	0.2949	0.2000	1.0000
2287.8780	3.1794	1.6949	2.0616	74.3610	0.3000	6.5548	3.4942	1.8759	0.2608	0.2000	1.0000
2288.0300	3.1316	1.6432	2.1013	71.3590	0.2800	6.5804	3.4528	1.9058	0.2328	0.2000	1.0000
