%Depth	%Vp km/s	%Vs km/s	%Density g/cc	%GR	%Porosity	% Ip	% Is	%Vp/Vs	% Vclay Frac	%Sw Frac	%Sxo
2284.0680	3.3050	1.6570	2.2720	74.4420	0.2590	7.5090	3.7647	1.9946	0.3099	0.2000	1.0000
2284.2200	3.2920	1.6570	2.2820	75.6840	0.2570	7.5123	3.7813	1.9867	0.2924	0.2000	1.0000
2284.3720	3.2830	1.6150	2.2870	74.1420	0.2570	7.5082	3.6935	2.0328	0.2405	0.2000	1.0000
2284.5250	3.2730	1.6180	2.2720	69.5690	0.2600	7.4363	3.6761	2.0229	0.2202	0.2000	1.0000
2284.6770	3.2810	1.6140	2.2510	67.7750	0.2780	7.3855	3.6331	2.0328	0.1813	0.2000	1.0000
2284.8300	3.2780	1.5680	2.2230	64.3510	0.2840	7.2870	3.4857	2.0906	0.1809	0.2000	1.0000
2284.9820	3.2630	1.5750	2.2030	64.3150	0.2850	7.1884	3.4697	2.0717	0.1632	0.2000	1.0000
2285.1350	3.2610	1.5750	2.2070	62.7520	0.2770	7.1970	3.4760	2.0705	0.1679	0.2000	1.0000
2285.2870	3.2740	1.5750	2.2120	63.1650	0.2690	7.2421	3.4839	2.0787	0.1649	0.2000	1.0000
2285.4390	3.2780	1.5890	2.2210	62.9040	0.2590	7.2804	3.5292	2.0629	0.1552	0.2000	1.0000
2285.5920	3.2810	1.6120	2.2250	62.0450	0.2560	7.3002	3.5867	2.0354	0.1491	0.2000	1.0000
2285.7440	3.3020	1.6010	2.2270	61.5140	0.2580	7.3536	3.5654	2.0625	0.1678	0.2000	1.0000
2285.8960	3.3290	1.5990	2.2310	63.1630	0.2660	7.4270	3.5674	2.0819	0.1822	0.2000	1.0000
2286.0490	3.3460	1.5990	2.2260	64.4330	0.2590	7.4482	3.5594	2.0926	0.1913	0.2000	1.0000
2286.2010	3.3460	1.5940	2.2270	65.2330	0.2670	7.4515	3.5498	2.0991	0.1759	0.2000	1.0000
2286.3540	3.2200	1.5710	2.2250	63.8770	0.2710	7.1645	3.4955	2.0496	0.2062	0.2000	1.0000
2286.5060	3.2080	1.5060	2.2390	66.5480	0.2740	7.1827	3.3719	2.1301	0.2490	0.2000	1.0000
2286.6580	3.0990	1.4920	2.2600	70.3170	0.2710	7.0037	3.3719	2.0771	0.2868	0.2000	1.0000
